"","USFS","USFWS","BLM","Montana Department of Fish Wildlife and Parks","Kentucky Ecological Services Field Office","Owner of the Beaver Cave property","Kentucky Department of Fish and Wildlife Resources","Natural Resources Conservation Service","Farm Service Agency","Kentucky State Nature Preserves Commission","Kentucky Division of Forestry","California Department of Fish and Game","California Department of Forestry and Fire Protection","California Department of Parks and Recreation","Center for Natural Lands Management","City of Riverside Park and Recreation Department","Metropolitan Water District","Riverside County Environmental Programs Department","Riverside County Habitat Conservation Agency","Riverside County Regional Park and Open-Space District","Riverside Land Conservancy","San Diego State University Field Stations Program","The Nature Conservancy","University of California Riverside","US Navy","US Marine Corps","US Customs and Border Protection","California State Parks","Mississippi Army National Guard","Mississippi Department of Wildlife Fisheries and Parks","Nevada Department of Conservation and Natural Resources","Clark County","NPS","Nevada Department of Wildlife","Nevada Department of Transportation","Nevada Division of State Parks","U.S. Air Force","Boulder City","Illinois Department of Natural Resources","Indiana Department of Natural Resources","Kentucky Coal Association","Kentucky Coal Country Association","Kentucky Farm Bureau","Kentucky Natural Resources and Environmental Cabinet","Western Kentucky Coal Association","Office of Surface Mining Reclamation and Enforcement","Utah Division of Parks and Recreation","Kane County","private landowners of Cow Head Lake Cow Head Slough and California reach of Barrel Creek (four owners all CA signatories)","principal permittees on BLM lands within the drainage","California and Modoc County Cattlemen's Associations","the California Farm Bureau Federation","California Department of Fish and Wildlife Natural Heritage Division Endangered plant program","Center of Excellence for Hazardous Materials Management","NRCS","Texas A&M University","Texas Comptroller of Public Accounts","Texas Interagency Task Force on Economic Growth and Endangered Species","Texas Department of Agriculture","Texas Parks and Wildlife Department","Railroad Commission of Texas","University of Texas System - University Lands","Texas Farm Bureau","Texas Oil and Gas Association","Texas Royalty Council","Texas and Southwestern Cattle Raisers Association","Texas Wildlife Association","Texas Association of Business","California Department of Fish and Wildlife","Nevada Natural Heritage Program","Desert Research Institute","Anza-Borrego State Park","Arizona Game and Fish","Ocotillo Wells","US Bureau of Reclamation","US Naval Air Facility","Clemson University","Georgia Department of Natural Resources","Georgia Department of Transportation","Georgia Power","Mecklenburg County Park and Recreation North Carolina","North Carolina Department of Agriculture & Consumer Services Plant Conservation Program","Uintah County","Rio Blanco County","Utah School and Institutional Trust Lands Administration","Utah Governors Public Lands Policy Coordination Office","Utah Division of Wildlife Resources","Utah Department of Natural Resources","Bureau of Reclamation","Utah Reclamation Mitigation and Conservation Commission","Confederated Tribes of the Goshute Reservation","Central Utah Water Conservancy District","Southern Nevada Water Authority","John Hancock Mutual Life Insurace Company","Bob McIntsh (Private landowner)","Sierra Pacific Industries","Hearest Corporation","Siskiyou County Board of Supervisors","California Department of Transportation (caltrans)","Pacific Gas and Electric","Department of Forest and Rangeland Stewardship Colorado State University","USGS","Mashpee Wampanoag Tribe","Lyme Land Conservation Trust","American Forest Foundation","Woodcock Limited","WCS Queens Zoo","Wells National Esturarine Research Reserve","Roger Williams Park Zoo","Audubon Connecticut","Connecticut Audubon Society","Open Space Institute","Audubon New York","Quail Forever","Pheasants Forever","Doris Duke Charitable Foundation","Wildlife Conservation Society","Amrican Bird Conservancy","Quality Deer Management Association","Sustainable Forestry Initiative","White Memorial Foundation","National Fish and Wildlife Foundation","Ruffed Grouse Society/American Woodcock Society","National Wild Turkey Federation","Wildlife Management Institute","New Engalnd Cottontail Conservation Initiative","Northeast Forest and Fire Management","Lyme Timber Company","Monterey Preservation Land Trust","Narrow River Land Trust","Nantucket Conservation Foundation","Scarborough Land Trust","Avalonia Land Conservancy","Orenda Wildlife Land Trust","Trustees of Reservations","Berkshire Natural Resources Council","York Land Trust","Becket Land Trust","Trust for Public Land","Massachusetts National Guard","New York Division of Fish Wildlife and Marine Resources","Northeast Association of Fish and Wildlife Agencies","Rhode Island Division of Fish and Wildlife","Connecticute Department of Energy and Environmental Protection","Massachusetts Division of Fisheries and Wildlife","New Hampshire Fish and Game Department","Maine Department of Inland Fisheries and Wildlife","University of Rhode Island College of Envionment and Life Sciences","University of New Hampshire","University of New Hampshire Cooperative Extenson","City of NCCP","City of Carlsbad","City of San Marcos","California Resources Agency","Arizona Game and Fish Department","Colorado Parks and Wildlife","New Mexico Department of Game and Fish","Mescalero Apache Nation","Jicarilla Apache Nation","Taos Pueblo","Trout Unlimited","Vermejo Park Ranch","Colorado Division of Parks and Wildlife","Otero County","Village of Cloudcroft","Newhall Land Farming Company","San Diego Gas and Electric Company","North Carolina Wildlife Resources Commission","Duke Energy Carolinas","Eastern Band of Cherokee Indians","Tennessee Valley Authority","Office of Species Conservation","Idaho Department of Fish and Game","Idaho Department of Lands","Idaho Army National Guard","Nongovernmental Cooperator Representative","US Air Force","Nevada Division of Wildlife","Idaho Governor's Office of Species Conservation","Soulen Livestock Company Inc. (Soulen Livestock)","California State Lands Commission","California Tahoe Conservancy","League to Save Lake Tahoe","Nevada Division of Forestry","Nevada Division of State Lands","Tahoe Lakefront Owners's Association","Tahoe Regional Planning Agency","USDA","Montana State University","Montana Fish Wildlife and Parks","Foster Creek Conservation District","Threemile Canyon Farms","Portland General Electric","Washington State Department of Fish and Wildlife","Washington State Department of Natural Resources","University of Hawaii","Utah State Office","Alcoa Power Generating Inc"
"Kentucky Division of Forestry",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"California Department of Fish and Game",2,5,3,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"California Department of Forestry and Fire Protection",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"California Department of Parks and Recreation",2,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Center for Natural Lands Management",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"City of Riverside Park and Recreation Department",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metropolitan Water District",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside County Environmental Programs Department",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside County Habitat Conservation Agency",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside County Regional Park and Open-Space District",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside Land Conservancy",1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
